40cfa70b	LastSaveTime_Lower	3
9640b110	GameClear	1
a0977335	IsChangedByDebug	1
b666d246	SaveLocationName	17
0450cb4a	IsSaveByAuto	1
ff6b626b	LastSaveTime_Upper	3
846d7d6d	IsLogicalDelete	1
23325480	AlbumPictureIndex	4
e4caeb89	IsGet_Obj_AmiiboItem	1
868267a0	CaptionPictSize	3
0c8389a0	SeakSensorPictureIndex	4
e25612e5	AoC_HardMode_Enabled	1
b4178fe9	FamouseValue	3
021a6ff2	SaveDistrictName	17
04fc0200	MainField_Item_Fruit_A_1641432141	1
0e3b0600	GodTree_Finish	1
dc0e0800	MainField_Enemy_Lizalfos_Junior_1163152111	1
dd100800	MainField_DgnObj_DungeonEntranceSP_Far_1792025272	1
ac850900	MainField_Item_Mushroom_J_1916643352	1
75240c00	MainField_Item_Plant_O_2949142884	1
bf160d00	MainField_Enemy_Golem_Little_Fire_1073978275	1
6c910f00	MainField_Item_Mushroom_A_526977815	1
70d10f00	MainField_Item_Fruit_I_815506843	1
71d80f00	AncientLabo_AncientDoctor001_Wait	1
25221100	MainField_Enemy_Bokoblin_Middle_3879433600	1
c9621300	MainField_Item_Mushroom_E_2520711399	1
5e601400	IsPlayed_Demo600_0	1
ea4e1700	MainField_Item_Plant_O_1827097623	1
c2201900	MainField_Obj_LiftRockWhite_A_01_2266131630	1
7c8d1c00	IsGet_Item_Enemy_18	1
69d81c00	Active_RemainsFireBefore	1
ffd31d00	MainField_Obj_Mineral_C_01_717474499	1
9bbb1f00	Npc_Road_016_DispNameFlag	1
7ca52100	MainField_Animal_Fish_E_510599402	1
45082200	MainField_Animal_Hawk_A_438361153	1
5f282300	MainField_TBox_Field_Iron_286295037	1
da0c2500	EquipTime_Armor_196_Head	3
f4b72700	IsNewPictureBook_Weapon_Spear_007	1
3c002800	MainField_Animal_Fish_G_2839598193	1
709a2800	MainField_Enemy_Bokoblin_Middle_996452146	1
2e482900	Dungeon039_SmallKey04	1
80f92900	MainField_Item_RoastFish_01_2956902675	1
9e332a00	CDungeon_TBox_Dungeon_Stone_1223731997	1
ba4f2a00	IsGet_Item_Mushroom_N_00	1
a63b2c00	IsNewPictureBook_Weapon_Lsword_024	1
5d5b2c00	MainField_Npc_HiddenKorokGround_3148789636	1
8f7a2c00	MainField_Enemy_Bokoblin_Guard_Junior_2708071169	1
d4ae2d00	MainField_Item_Plant_E_4073570490	1
d54c2f00	MainField_KibakoZora_Contain_01_639087407	1
92c12f00	MainField_Item_Material_04_444830219	1
8cc53100	MainField_Animal_RupeeRabbit_A_2462742580	1
273b3300	MainField_Enemy_Sandworm_494020159	1
29fa3300	MainField_Obj_FireWoodBundle_1265957682	1
d95a3400	MainField_Animal_Insect_E_1773509585	1
6c7e3400	MainField_TBox_Field_Iron_2218727311	1
42c33500	ShieldofKolog_Ready	1
a9023600	IsPlayed_Demo040_0	1
1ef43900	MainField_Enemy_Octarock_Forest_3983126891	1
0c293b00	MainField_Obj_Mineral_A_01_1877349483	1
6e2e3b00	MainField_Obj_Mineral_A_01_512354835	1
6a1c3d00	AocField_Enemy_Golem_Little_Ice_3009239476	1
61f54000	MainField_Item_Plant_O_3634686363	1
993e4100	IsGet_Armor_126_Head	1
2fb54400	Npc_oasis010_SinjyuClear_Normal	1
f6004500	IsGet_Weapon_Sword_035	1
6aa94500	MainField_WeaponDrop_3958659699	1
de774800	MainField_Obj_LiftRockWhite_A_01_2938190321	1
7e724b00	MainField_LinkTagAnd_03479038283	1
b6a24b00	MainField_Obj_LiftRockWhite_A_01_1977732106	1
feb94b00	Lock_OneHitDungeon001	1
1fd44d00	MainField_Item_Fruit_A_4111567706	1
675b4e00	MainField_Item_Fruit_F_1547810707	1
0b8f5100	MainField_Enemy_Bokoblin_Junior_2239269747	1
2f535600	MainField_TreasureSpot_00_1782434349	1
37b85800	EquipTime_Weapon_Spear_008	3
e8aa5900	MainField_Npc_HiddenKorokGround_779408426	1
25545f00	MainField_Item_Plant_O_3817908564	1
75e86300	MainField_Item_Fruit_A_440756992	1
73f26300	MainField_Obj_MineralBury_A_01_2457312580	1
0cd96500	MainField_Item_Mushroom_D_3637276699	1
46486600	MainField_Item_Plant_O_3901498568	1
d0de6600	MainField_Npc_HiddenKorokGround_158421429	1
f2ca6700	MainField_WeaponDrop_2093758563	1
a82e6800	MainField_Item_Fruit_G_2684361373	1
e7866800	MainField_Item_Plant_O_545445364	1
d4407000	MainField_Obj_BreakBoxIron_3656539378	1
3f127100	MainField_Obj_Mineral_A_01_660105836	1
66307500	MainField_Npc_HiddenKorokFly_2151114466	1
acea7500	MainField_Obj_BombArrow_A_03_3402260026	1
c6f57500	MainField_Item_Plant_L_2994726607	1
1a3b7600	MainField_Obj_LiftRockWhite_A_01_3645505366	1
8ea27800	MainField_WallCrack_349428949	1
053e7b00	Dungeon037_SmallKey02	1
307d8300	MainField_Item_Plant_C_3876332666	1
73a68300	HatenoNPC009_First	1
489c8400	MainField_Item_Mushroom_D_1612176192	1
10a58500	MainField_Item_Mushroom_E_1761129414	1
473d8600	MainField_Enemy_Bokoblin_Middle_1722172746	1
c1978700	PictureBookSize_Obj_Mineral_A_01	3
7fae8700	MainField_Enemy_Guardian_A_626309166	1
30dd8800	MainField_Item_Plant_O_3800498506	1
75b58d00	MainField_Item_Mushroom_D_4009259632	1
86119100	IsPlayed_Demo814_0	1
6d149100	MainField_Obj_IceArrow_A_01_2835255053	1
36a19100	MainField_Obj_Mineral_C_01_1999818885	1
ae8d9700	MarioClubTestDungeon_Weapon_Sword_004_1754728406	1
afc39800	MainField_Item_Plant_O_1804121678	1
6eb49900	MainField_DgnObj_DungeonEntranceSP_Far_4073919162	1
ee109a00	MainField_Obj_MineralBury_A_01_766924145	1
a7ca9d00	MainField_Item_Mushroom_J_2087322351	1
4e459e00	MainField_WeaponDrop_1391151182	1
011d9f00	MainField_Item_Mushroom_D_2976406798	1
